ZCTA5,LANDSQMT,POPULATION
90062,5008337,32821
90063,8476100,55758
90064,10360459,25403
90065,13671567,45527
90066,12746971,55277
90067,849895,2424
90068,19731266,22286
90069,5475785,20483
90071,319155,15
90073,877374,539
90077,18985951,9377
90079,25585,0
90089,742759,3217
90090,599380,0
90094,1582611,5464
90095,1023532,3
90201,15375409,101279
90210,26226245,21741
90211,1813980,8434
90212,2474163,11555
90220,17898040,49328
90221,13809565,53704
90222,6621871,31869
90230,11672688,31766
90232,5454835,15149
90240,7624869,25876
90241,12758123,42399
90242,11785986,43497
90245,14148053,16654
90247,9723269,47487
90248,12155495,9947
90249,7712765,26669
90250,17340185,93193
90254,3697139,19506
90255,9629884,75066
90260,6941367,34924
90262,12517493,69745
90263,585126,1612
90265,279184812,18116
90266,10194994,35135
90270,3267832,27372
90272,59133992,22986
90274,31002843,25209
90275,35004660,41804
90277,9279695,35293
90278,9333177,40071
90280,18920058,94396
90290,51935407,6368
90291,6462163,28341
90292,5280289,21576
90293,7420242,12132
90301,6416784,36568
90302,4903281,29415
90303,5745894,26176
90304,4057527,28210
90305,6006924,14853
90401,2199166,6722
90402,5189913,12250
90403,3697303,24525
90404,5159382,21360
90405,6854633,27186
90501,14565670,43180
90502,5788343,18010
90503,13719607,44383
90504,11527566,32102
90505,15007286,36678
90506,407877,0
90601,29388881,31974
90602,9610146,25777
90603,8469076,20063
90604,11036745,39407
90605,14638491,40331
90606,9797979,32396
90620,16553642,45113
90621,10728187,35153
90623,4694270,15554
90630,15864796,47993
90631,36010789,67619
90638,20417024,49012
90640,21990769,62549
90650,25403321,105549
90660,20071601,62928
90670,21918115,14866
90680,6981102,29945
90701,4221723,16591
90703,22740186,49399
90704,193719023,4090
90706,15819961,76615
90710,6106901,25457
90712,11101330,31499
90713,8790089,27925
90715,4404198,20388
90716,2411559,14184
90717,5128003,21318
90720,15868153,21751
90723,12133919,54099
90731,23803092,59662
90732,8903149,21115
90740,22725811,23729
90742,478557,831
90743,214434,456
90744,21593280,53815
90745,21498764,57251
90746,15106706,25990
90747,16629,0
90755,5644694,11074
90802,16791357,39347
90803,10353507,32031
90804,5477388,40311
90805,19085334,93524
90806,8908246,42399
90807,15124348,31481
90808,17783214,38232
90810,17342372,36735
90813,8310405,58911
90814,3508606,19131
90815,18446263,39733
90822,420836,117
90831,107540,0
91001,21421337,36126
91006,16364902,31715
91007,14395473,34095
91008,5242985,1391
91010,18234461,26074
91011,30703806,20280
91016,21978603,40598
91020,1948563,8415
91024,7646972,10917
91030,8833647,25616
91040,21244063,20372
91042,129196196,27585
91046,25915,156
91101,3430898,20460
91103,13896598,27480
91104,9849391,36751
91105,9566884,11254
91106,7643112,24229
91107,21287664,32940
91108,9872619,13361
91201,6116160,22781
91202,5308492,22830
91203,2119997,13220
91204,2911130,16032
91205,4897491,37810
91206,15235193,33065
91207,11767215,10506
91208,17876662,16245
91210,113997,328
91214,19546295,30356
91301,88294586,25488
91302,69143126,25709
91303,5603372,26855
91304,24360147,50231
91306,10718165,45061
91307,20836532,24474
91311,83081236,36557
91316,12968532,26898
91320,47261336,44274
91321,67031333,34882
91324,11373551,27669
91325,12486897,32417
91326,21131468,33708
91330,882333,2702
91331,22928415,103689
91335,17002131,74363
91340,8756157,34188
91342,142711370,91725
91343,15310097,60254
91344,42511968,51747
91345,8396240,18496
91350,43886336,33348
91351,24789457,32362
91352,30221660,47807
91354,22595656,28722
91355,40079320,32605
91356,18996187,29458
91360,37627046,42402
91361,86771992,20438
91362,50808113,36045
91364,19665436,25851
91367,19272057,39499
91371,606883,1
91377,13712658,13811
91381,97468870,20158
91384,281172396,29855
91387,128267971,40328
91390,370679105,19786
91401,8943621,39285
91402,9652884,69817
91403,9404990,23484
91405,8570051,51145
91406,21061927,51558
91411,5289571,24628
91423,11299941,30991
91436,14751608,14372
91501,10275378,20849
91502,3456372,11371
91504,12783282,24939
91505,13054296,30778
91506,6337375,18904
91601,6864519,37180
91602,5302419,17473
91604,13343410,29034
91605,14151285,56343
91606,8631179,44958
91607,6318261,27927
91608,1551696,0
91701,18829141,38976
91702,438640351,59705
91706,34800666,76571
91708,24788125,3369
91709,88521406,74796
91710,55706484,80358
91711,38876149,35705
91722,10698907,34409
91723,6008935,18275
91724,16146217,26184
91730,37487504,66925
91731,9878514,29591
91732,11953508,61386
91733,17303562,43896
91737,21696646,24740
91739,76117741,34794
91740,12892633,25356
91741,38377632,25824
91744,22764793,85040
91745,33172472,54013
91746,14425626,30485
91748,37472106,45406
91750,65354791,33249
91752,39075775,30047
91754,11739576,32742
91755,8049940,27496
91759,213129211,476
91761,75551607,56913
91762,35286725,55857
91763,13393075,36375
91764,20735380,54086
91765,49001327,46457
91766,26329907,71599
91767,14557522,48068
91768,22402279,34537
91770,16634980,62097
91773,37043410,33119
91775,7934784,23988
91776,8818748,38475
91780,9917339,34332
91784,23605118,25938
91786,23187609,51165
91789,40488919,43079
91790,14950670,44907
91791,17184581,32414
91792,9950710,30854
91801,11286727,52735
91803,8458066,30322
91901,231185687,17403
91902,22549756,17653
91905,170458715,1700
91906,273324669,3627
91910,31684276,75802
91911,30333860,82999
91913,26413863,40971
91914,16300235,15448
91915,19700021,24659
91916,103034401,1622
91917,93800045,992
91931,37465786,592
91932,6509768,25718
91934,121027388,737
91935,250190793,8624
91941,20879219,31779
91942,15114012,38069
91945,10169406,25460
91948,51396049,78
91950,19680919,60322
91962,133722486,1646
91963,87130680,1118
91977,25033285,58368
91978,16572908,8896
91980,9275957,165
92003,44881644,4746
92004,1796320407,3881
92007,6330084,10429
92008,26696113,27649
92009,32960924,40747
92010,20925397,14382
92011,17611529,22405
92014,15615216,13154
92019,69540477,42598
92020,28841078,57767
92021,77254882,65068
92024,43710390,49121
92025,57076472,49978
92026,96377487,48922
92027,163333206,53881
92028,244405303,46239
92029,61242380,19021
92036,462868130,3440
92037,33871798,46781
92040,166223863,41281
92054,30931473,40375
92055,255039574,15655
92056,32145434,51835
92057,39077390,54096
92058,73079229,42436
92059,72142986,1618
92060,180321664,218
92061,102841863,2499
92064,106078295,47904
92065,427786922,35414
92066,51378283,378
92067,58320346,9535
92069,42612345,46369
92070,344918806,1245
92071,45148259,53422
92075,9177835,12056
92078,43252983,42906
92081,22933235,27404
92082,318248357,19037
92083,14429010,36975
92084,67781555,47654
92086,570899193,1573
92091,1696988,1048
92101,12212329,37095
92102,11988531,43267
92103,9758123,31066
92104,9814957,44414
92105,14426494,69813
92106,14611356,19330
92107,8148687,28651
92108,11094650,18858
92109,19673788,45787
92110,12568206,25341
92111,21910604,45096
92113,13647793,56066
92114,21336471,65433
92115,16846299,58560
92116,8980826,31680
92117,22756330,51332
92118,20073884,23575
92119,17741735,23057
92120,17237652,26317
92121,31731008,4179
92122,41256867,43728
92123,21148247,26823
92124,27147056,30443
92126,32816606,73343
92127,57139789,39337
92128,28920353,47490
92129,36446661,51536
92130,47751334,48940
92131,65044859,32787
92132,88677,0
92134,479583,198
92135,1238371,571
92139,9392108,35125
92140,1654884,3435
92145,8673008,1449
92147,249799,559
92154,95724135,79708
92155,576863,550
92173,13102503,29429
92201,58667257,61827
92203,45348802,25605
92210,33811381,4677
92211,38994202,24294
92220,321659435,31638
92222,4094711,45
92223,112349093,43605
92225,1551578846,24310
92227,1400818602,26234
92230,39227350,2550
92231,147857937,39073
92233,390193486,8099
92234,40748005,51151
92236,56675825,41083
92239,371315907,223
92240,94744237,34722
92241,357735466,8803
92242,81078293,1539
92243,285619001,48030
92249,55571652,7334
92250,1074803683,8285
92251,516794503,21583
92252,232864515,9647
92253,90562562,37262
92254,120923509,12768
92256,202140548,3588
92257,1926668603,2326
92258,27385636,861
92259,839509108,390
92260,73550542,31753
92262,94913381,26179
92264,135416980,19383
92266,844205809,234
92267,42219456,126
92268,209375318,574
92270,69080773,17220
92273,18008987,1823
92274,463283412,19801
92275,161556469,1506
92276,75942945,7585
92277,3612971124,23911
92278,2073334,3846
92280,430175691,14
92281,36940498,2432
92282,184159720,1239
92283,1925975513,3158
92284,285498917,25095
92285,442938529,2632
92301,441599761,32725
92304,106622766,17
92305,258935678,535
92307,439979786,37630
92308,241377618,39837
92309,414966003,763
92310,7978142,8845
92311,643300849,31894
92313,9031618,12025
92314,79825161,10162
92315,32920520,5094
92316,28471052,30830
92320,27723531,7788
92321,16848477,1522
92322,7748282,1257
92324,76425832,56505
92325,26133660,9391
92327,73100942,632
92328,1815795755,445
92332,2317385871,65
92333,10806936,472
92335,44875990,95397
92336,64412146,88419
92337,36072725,37849
92338,625042067,12
92339,27378444,885
92341,18302549,410
92342,273172272,6379
92344,99727163,20769
92345,212434496,78715
92346,65812826,54923
92347,379685444,1692
92352,24991240,8004
92354,12642182,21559
92356,1019909691,6455
92358,51241437,707
92359,43165372,8103
92363,513292031,5321
92364,1331683169,90
92365,447096417,2637
92368,72307932,1113
92371,361914471,16763
92372,72204588,6220
92373,105384364,33423
92374,48497162,40267
92376,35008397,81516
92377,26446720,19989
92378,2146364,183
92382,39045765,5268
92384,362659188,36
92385,21791945,313
92386,4965969,2270
92389,356690499,156
92391,6046158,2534
92392,96672039,54858
92394,70663589,33237
92395,44293390,42400
92397,26705522,4894
92398,72569713,1379
92399,137346775,52606
92401,2239188,1932
92404,73988231,58271
92405,12233017,28873
92407,162888869,56689
92408,27507391,15271
92410,21289559,49410
92411,10597441,26214
92501,14766127,20970
92503,77362953,84519
92504,60620256,53778
92505,31661219,47672
92506,41957182,44001
92507,52337394,58002
92508,27793443,35000
92509,80529327,75196
92518,30849224,1162
92530,139541514,50216
92532,46832969,18644
92536,323128701,3810
92539,340147198,4734
92543,45758379,33555
92544,351455494,44734
92545,83213374,39457
92548,25456124,6643
92549,71185899,3926
92551,15210033,30815
92553,26238877,73722
92555,208971685,39076
92557,48702642,50320
92561,409676848,1661
92562,283317742,62079
92563,52676576,53892
92567,76382832,9459
92570,252025051,53697
92571,58425208,52516
92582,47921059,15649
92583,73685013,30236
92584,77170383,43400
92585,52585311,17797
92586,18290589,19815
92587,20467790,16675
92590,138431957,3660
92591,42661081,38272
92592,251822673,72492
92595,54537406,29851
92596,158455663,23172
92602,27046598,22871
92603,34324480,20184
92604,8737517,26853
92606,12556550,21495
92610,25392689,11248
92612,15748381,27522
92614,11448309,24748
92617,6226856,14044
92618,54826663,16366
92620,18235128,38486
92624,3557287,7248
92625,6612182,12478
92626,24922545,49341
92627,16443731,61510
92629,13192708,25756
92630,24667892,59182
92637,9075455,16012
92646,20839398,55224
92647,20070489,57245
92648,20791068,45317
92649,19811591,32463
92651,50409025,23881
92653,17343655,29291
92655,1633379,8337
92656,21310173,49046
92657,19093774,9741
92660,25272033,34797
92661,1686746,3744
92662,539407,2756
92663,8551219,21649
92672,20615023,34464
92673,30253137,29309
92675,89237050,34731
92676,171828234,1945
92677,43246467,63297
92678,39043264,494
92679,58572933,32611
92683,25897934,89747
92688,28225740,43792
92691,22802974,47582
92692,25517069,47222
92694,24593751,21944
92701,8469146,53908
92703,10569906,65445
92704,19149819,88123
92705,29931335,44706
92706,8826364,36457
92707,13022655,59492
92708,23468328,56004
92780,18109171,57741
92782,8710317,23032
92801,16284681,62068
92802,11771914,42709
92804,18142648,85914
92805,16327878,70401
92806,20014403,37173
92807,27750531,36171
92808,13163092,20039
92821,27296225,35533
92823,28155266,3613
92831,15476120,34204
92832,7288246,24752
92833,18919733,51767
92835,15606410,24010
92840,13473180,54083
92841,11606226,32845
92843,10117601,45214
92844,5506328,24307
92845,5668299,16333
92860,36207819,27198
92861,5506878,5781
92865,9479343,19704
92866,5003355,14885
92867,20560190,44515
92868,8374032,25404
92869,24068243,37184
92870,17590269,52033
92879,26018525,46745
92880,63940920,58763
92881,71691421,30991
92882,66692923,67917
92883,144241811,29301
92886,38143710,46564
92887,23281753,20006
93001,531955559,32990
93003,53297200,50474
93004,17783920,29149
93010,57342588,42901
93012,135616852,34617
93013,147483369,16091
93015,198297439,17334
93021,122331194,36422
93022,11965557,6106
93023,698122037,20589
93030,35912814,59372
93033,75962345,82728
93035,10643950,27732
93036,41146263,41691
93040,182830429,2031
93041,29109041,23641
93042,58634149,56
93043,1247670,333
93060,308235662,32811
93063,85340849,54366
93064,14687257,40
93065,81956189,72508
93066,107679728,3102
93067,1526376,895
93101,8883521,31683
93103,13567127,20249
93105,251547025,24815
93108,54910962,11112
93109,8760774,10858
93110,27313594,16829
93111,21004190,17370
93117,440495381,53217
93201,200498836,1348
93202,2008663,4143
93203,556194489,20938
93204,154419550,15529
93205,149169002,2113
93206,387297231,2300
93207,150386334,263
93208,152694931,104
93210,1998867967,19504
93212,274749153,26079
93215,367487413,55659
93218,166925891,994
93219,252029668,10194
93220,68285734,211
93221,340975687,14945
93222,74455074,2099
93223,6399814,10604
93224,57916235,451
93225,458972389,5077
93226,242441859,282
93230,678071973,65264
93234,207601865,6987
93235,7462347,4559
93238,327836358,1490
93239,165572238,1688
93240,193725770,6056
93241,10682633,17489
93242,106379654,3468
93243,389376655,1699
93244,176196991,534
93245,305247504,37412
93247,196035524,17423
93249,577893652,2739
93250,219045841,13522
93251,346577918,270
93252,1759948921,4176
93254,353715158,811
93255,560731083,614
93256,206901726,5753
93257,1152544483,75004
93258,1120563,2046
93260,85266177,200
93261,21990002,3099
93262,232048489,63
93263,234665277,19582
93265,968901189,3699
93266,144335293,1587
93267,194698069,6237
93268,108640459,16897
93270,160064387,5837
93271,983444922,2276
93272,216931322,3583
93274,554430884,69721
93276,1774193,161
93277,103536763,50607
93280,834129119,27152
93283,529101795,2040
93285,122156204,2536
93286,221031624,9548
93287,144693990,119
93291,219218023,52849
93292,281391266,39032
93301,10828653,12248
93304,19670450,48731
93305,15369431,37601
93306,228103462,64587
93307,359744699,82658
93308,818459147,52447
93309,27570004,58409
93311,438967246,40829
93312,39408937,56741
93313,258154248,43553
93314,256237826,22393
93401,181154941,28033
93402,75349656,14318
93405,227263313,35440
93410,216393,0
93420,485264761,28413
93422,154910478,31375
93424,6819126,1261
93426,549711127,1401
93427,144984684,5505
93428,199391527,6314
93429,19273597,154
93430,187111444,2972
93432,233270207,1384
93433,5603498,13162
93434,85505781,7110
93436,567006773,54017
93437,100488726,3338
93440,104117618,2058
93441,142144460,1530
93442,116165760,10789
93444,178359533,19244
93445,43522002,7173
93446,1080179738,43714
93449,25882303,7657
93450,439657056,740
93451,1321354826,3779
93452,295623512,524
93453,1613002286,2899
93454,1105927257,36448
93455,279983178,41684
93458,70894975,55431
93460,319600065,5255
93461,917505721,1623
93463,78199941,7646
93465,227097616,9153
93501,424305072,5467
93505,202551905,14038
93510,186232826,7993
93512,327426701,277
93513,1666604665,1763
93514,2889792721,13857
93516,49946982,2299
93517,1536338281,670
93518,772164845,1146
93519,203937660,101
93522,119667688,48
93523,252296184,3074
93524,5312089,229
93526,354621290,719
93527,1412346246,2387
93528,9839019,172
93529,79303871,633
93530,2362111,47
93531,88879339,509
93532,294415332,2932
93534,45994950,39341
93535,667949042,72046
93536,628570647,70918
93541,693505539,449
93543,153742038,13033
93544,283741899,1259
93545,276654075,2082
93546,446182420,9567
93549,868880003,344
93550,508068932,74929
93551,189434904,50798
93552,125624886,38158
93553,224009768,2138
93554,191856647,72
93555,211253737,32560
93558,9503246,125
93560,413238776,18910
93561,684141522,34630
93562,102433332,1818
93563,104092212,388
93591,213558349,7285
93592,388868679,64
93601,115615217,1909
93602,371872184,3862
93603,112705936,222
93604,364396911,674
93605,1078646,175
93606,388723,1217
93608,282247651,1114
93609,159254587,5640
93610,705028898,23833
93611,28993835,45614
93612,17132668,35351
93614,297469148,11661
93615,43328922,6042
93616,35932441,2627
93618,172635698,28262
93619,462100385,28965
93620,452385420,9591
93621,170897022,464
93622,918158449,9581
93623,79826695,69
93624,290240690,1134
93625,64025289,7313
93626,257886516,1359
93627,92352753,123
93628,92921560,327
93630,403278744,19162
93631,207801286,15941
93633,54295038,25
93634,3068390690,33
93635,671300236,38776
93636,506600467,11908
93637,700616337,37743
93638,245587585,49068
93640,292929642,11880
93641,82690991,595
93643,322495957,3171
93644,240257914,8637
93645,138498803,318
93646,110351230,10557
93647,276774369,11874
93648,59395881,15719
93650,1834447,4055
93651,74408723,1674
93652,5346999,415
93653,614771703,1229
93654,255245837,29776
93656,284522417,6313
93657,551883337,34999
93660,210354182,4675
93662,204057392,30237
93664,496537450,585
93665,2178983,472
93666,968551,692
93667,288369123,2604
93668,87172781,1118
93669,17625483,295
93673,2154155,713
93675,204126337,3721
93701,3921893,12529
93702,13633816,48607
93703,12244599,31868
93704,14195500,27156
93705,12628103,36703
93706,423558745,41087
93710,18158800,30202
93711,29291416,36731
93720,25791046,45191
93721,5309617,6959
93722,50733010,76448
93723,110550767,9547
93725,169473946,24979
93726,16619268,40705
93727,84197155,71820
93728,7924791,15743
93730,19620322,9941
93901,37833782,26863
93905,24104021,61087
93906,33858896,59461
93907,139772769,21726
93908,555777572,13043
93920,955395979,1369
93921,2328597,3281
93923,334047495,12073
93924,491762200,6279
93925,141038288,1671
93926,153337781,8726
93927,683438614,17547
93928,49472760,506
93930,932571919,15866
93932,260851306,592
93933,33300089,22406
93940,53196768,31615
93943,439354,6
93950,7421665,15046
93953,20823997,4509
93954,94936001,302
93955,73140141,33359
93960,528420486,27080
93962,316378,673
94002,14668197,25992
94005,11384384,4282
94010,30654438,40737
94014,16334952,47014
94015,14921282,60927
94019,136231572,18424
94020,144436917,1559
94021,11740454,192
94022,45294442,18500
94024,18910937,22385
94025,30440620,40526
94027,13461324,7089
94028,39458835,6534
94030,8771378,21536
94037,14985393,2913
94038,4081711,3040
94040,9554256,32996
94041,3962150,13292
94043,27643575,28358
94044,37983639,37296
94060,188949679,1554
94061,9995762,36245
94062,183596898,25876
94063,17660779,30949
94065,6313332,11359
94066,15885106,41130
94070,15905820,29166
94074,48020109,214
94080,26623587,63975
94085,9039193,21247
94086,11617938,45697
94087,17048754,54293
94089,15520469,19245
94102,1737493,31176
94103,3512156,27170
94104,200977,406
94105,956710,5846
94107,4640746,26599
94108,699434,13768
94109,3076630,55984
94110,6022589,69333
94111,891185,3713
94112,8712507,79407
94114,3691502,31124
94115,2889747,33021
94116,6696583,43698
94117,4370658,39169
94118,5047351,38319
94121,7981770,41203
94122,6122506,56023
94123,2643367,23088
94124,12759593,33996
94127,4585465,19289
94128,9108453,69
94129,5968616,3183
94130,2333737,2880
94131,5386048,26881
94132,8055033,28129
94133,1955574,26237
94134,6215356,40798
94158,1702946,4792
94301,6146453,16995
94303,20623192,45467
94304,16830141,3627
94305,13280359,13862
94306,10843552,26469
94401,8148342,34429
94402,12589400,23981
94403,14584661,39642
94404,11032640,33749
94501,20539466,60212
94502,6942292,13600
94503,33556323,19681
94505,42133370,13403
94506,48664719,22452
94507,32888775,14889
94508,45184656,3661
94509,42552559,62439
94510,72389963,27088
94511,14411147,2137
94512,52217895,108
94513,195948049,54605
94514,74350346,1360
94515,273632265,7050
94516,2264979,211
94517,148195672,12385
94518,14081235,26778
94519,11323357,18453
94520,26130104,37208
94521,33572538,41249
94523,18738956,33569
94525,6093356,3127
94526,38668323,31102
94528,6072659,964
94530,12506021,23877
94531,28373833,40290
94533,55951716,69277
94534,205029594,36416
94535,9871382,3793
94536,37767267,68790
94538,42636278,61148
94539,65831999,50031
94541,19243298,61635
94542,14773416,12717
94544,28378433,73026
94545,55787089,29707
94546,24404738,42209
94547,14095493,24092
94548,7157010,412
94549,49746404,26864
94550,602772633,46896
94551,204389976,36867
94552,116286622,14454
94553,126758554,47065
94555,30070498,34143
94556,31722307,15229
94558,921414306,66830
94559,94910435,27184
94560,35757865,42573
94561,43839147,36515
94563,44713551,17672
94564,14477578,18287
94565,78214477,84641
94566,50788269,40884
94567,340358151,623
94568,39588086,46016
94569,6127472,198
94571,304636842,7911
94572,11244845,8684
94573,2577621,94
94574,330994478,8742
94575,433794,974
94576,956949,164
94577,21107125,45560
94578,11406269,38558
94579,8113265,20571
94580,8929836,27152
94582,33663078,38537
94583,38727298,34859
94585,291131232,28263
94586,151891060,925
94587,51075108,69516
94588,84547541,30842
94589,29676409,29876
94590,15395883,35420
94591,55883798,53042
94592,10953975,742
94595,13930717,16425
94596,15448709,20037
94597,10139311,20277
94598,39493625,25818
94599,7593850,3021
94601,8410939,50294
94602,8557026,28329
94603,8445735,31403
94605,23196747,39016
94606,5922461,36672
94607,15275654,24978
94608,7090119,28019
94609,4424277,20596
94610,5656311,29287
94611,27352180,36565
94612,2205251,14389
94613,656685,715
94618,6281500,16046
94619,40532270,23299
94621,20144786,29870
94702,3299367,15979
94703,3460814,19846
94704,2769877,25592
94705,8558635,12762
94706,3823559,19615
94707,4390733,11710
94708,8784938,10985
94709,1522484,11806
94710,5566008,6948
94720,1612536,2964
94801,29210775,29395
94803,30223793,24904
94804,16002841,38559
94805,5142991,13648
94806,21583495,59861
94850,109969,0
94901,34087837,41157
94903,51941338,29040
94904,18763550,11995
94920,16917954,12474
94922,31919856,425
94923,55431799,1411
94924,59879387,1638
94925,8193476,9253
94928,19951956,43170
94929,2749903,264
94930,41237691,8500
94931,16452622,8470
94933,2835008,865
94937,107741785,837
94938,27406981,812
94939,5536933,6859
94940,58977903,268
94941,57584368,30496
94945,67357203,17167
94946,113128397,699
94947,58778749,24283
94949,38918837,17202
94950,22279973,89
94951,37958330,4124
94952,466820751,32858
94954,160575265,37365
94956,151282609,1756
94957,2963524,1332
94960,15368189,15740
94963,6894481,569
94964,1009696,5094
94965,35020350,10847
94970,18019764,683
94971,32062021,337
94972,29959646,52
94973,10318686,1429
95002,31006231,2077
95003,91033228,23974
95004,47013437,3918
95005,30929047,6311
95006,138550364,8979
95007,1482252,676
95008,16543756,45260
95010,3554436,9137
95012,38655375,10320
95013,3954839,80
95014,69748879,60717
95017,129510756,834
95018,48687752,7778
95019,3144664,7727
95020,403878926,57349
95023,1067981566,48841
95030,27046433,12791
95032,41143975,25089
95033,237460748,9372
95035,60201550,66943
95037,630183859,45579
95039,38187112,1377
95041,104883,160
95043,2223642050,639
95045,122780227,4046
95046,50452242,6417
95050,13667199,35923
95051,17244623,54327
95053,442035,2206
95054,16222835,23364
95060,175669268,46377
95062,13072397,36079
95064,4857960,7331
95065,28979514,8113
95066,49084675,14749
95070,66031411,30617
95073,54910802,10154
95075,240884437,331
95076,353788509,82474
95110,12086351,18730
95111,13969546,58466
95112,18370035,55927
95113,883438,893
95116,9273431,51496
95117,6659925,30067
95118,10735870,31932
95119,7327319,9970
95120,102966010,37457
95121,11479041,37469
95122,12351716,56545
95123,21542559,62228
95124,17015453,47082
95125,20732334,51939
95126,8501814,31049
95127,33699820,61325
95128,10111701,34836
95129,11686153,38720
95130,4034677,13911
95131,15058227,28565
95132,132004424,40299
95133,8241772,25401
95134,24563311,15268
95135,79227374,20120
95136,12260084,42989
95138,67519790,18889
95139,3188071,6748
95140,320449305,191
95148,24409620,45528
95202,2791931,6521
95203,15979378,15696
95204,13209883,27786
95205,23543550,38069
95206,375339829,65004
95207,18793035,47965
95209,21707643,39488
95210,17148410,39009
95211,391981,1545
95212,55851885,25239
95215,245224640,23224
95219,147276476,27884
95220,149078523,7273
95222,391328301,5292
95223,744404500,4612
95224,29435671,429
95225,18148136,672
95226,14620683,84
95227,96147855,941
95228,276696940,3976
95230,294342191,718
95231,27424810,4374
95232,20458114,304
95233,18136632,436
95234,86988086,70
95236,279863422,4223
95237,20680744,3167
95240,214205908,47172
95242,248722742,25393
95245,177269751,2277
95246,135101285,1615
95247,107949319,4368
95248,82390657,301
95249,217037743,4042
95250,27560027,78
95251,28468035,767
95252,317230744,13460
95254,14269489,480
95255,115518267,2042
95257,39368932,413
95258,8347501,4018
95301,161350226,37073
95303,100938837,912
95304,412956949,15706
95305,36939206,245
95306,354278506,970
95307,86765441,42753
95310,102404324,1882
95311,620473166,2197
95312,2538604,268
95313,133809703,1386
95314,65080494,0
95315,47264386,13018
95316,173038771,6573
95317,137237401,817
95318,102482297,541
95319,1606178,1749
95320,229551963,12819
95321,453642681,3736
95322,451124009,8942
95323,79900201,1260
95324,106607228,7324
95325,105428390,81
95326,74925117,9581
95327,406875018,9806
95328,2697387,3993
95329,282985362,2460
95330,55728730,17853
95333,302258898,2942
95334,145038400,15457
95335,109040377,541
95336,99172501,42675
95337,117858732,31557
95338,881437284,11062
95340,102957321,33931
95341,387424591,32967
95345,82770991,708
95346,15529278,1272
95348,123033842,30805
95350,22996426,51046
95351,22972046,46458
95354,19012000,25394
95355,24577003,58311
95356,55384235,30918
95357,99788867,11559
95358,311649004,31668
95360,866928107,11712
95361,600087588,31610
95363,305729794,25237
95364,704408811,53
95365,39294026,4985
95366,89066315,16575
95367,11873483,23173
95368,8517356,13614
95369,412607079,1099
95370,267162080,26803
95372,6937465,1963
95374,120614886,2030
95375,7889388,106
95376,19775153,49859
95377,279847793,30902
95379,139518165,3898
95380,194296011,41201
95382,27189623,36176
95383,202933668,3937
95385,64333467,429
95386,219848238,9877
95387,300156937,636
95388,100539257,13074
95389,611344150,1272
95391,61518426,9959
95401,53417691,36981
95403,57009092,45164
95404,207132279,39761
95405,14183932,21399
95407,58746449,39352
95409,99389538,27187
95410,103240724,950
95412,221922989,401
95415,143172375,1592
95417,195095313,297
95420,5194874,374
95421,561075399,1592
95422,91236887,15585
95423,266350758,3747
95425,532783085,10841
95426,52522679,2147
95427,180426079,459
95428,583227506,2516
95429,103509130,70
95430,615335,44
95431,196644,631
95432,188871558,426
95435,399528,82
95436,59514277,5418
95437,253224320,14799
95439,7091874,675
95441,263936405,2014
95442,63226514,3178
95443,10840827,233
95444,700896,748
95445,221559110,2093
95446,85259067,4750
95448,488207763,16852
95449,338228682,1507
95450,71095022,387
95451,249096169,11213
95452,37217734,1393
95453,216831467,11256
95454,691590624,2556
95456,26094867,795
95457,384368466,2893
95458,126835961,3104
95459,173713747,504
95460,70740091,2285
95461,324324519,3413
95462,15213763,1417
95463,29224936,169
95464,8612745,2673
95465,108040410,2083
95466,243568666,946
95467,25420363,5498
95468,168829054,1258
95469,452411498,1767
95470,213718860,6032
95471,3734436,522
95472,179074707,28255
95476,290048360,35394
95482,805163258,31808
95485,271775618,2557
95486,50163,62
95488,229779523,280
95490,1015732741,13264
95492,49281501,28532
95493,11734792,198
95494,266620306,139
95497,41841498,1305
95501,18248993,23976
95503,223897953,24152
95511,151231027,360
95514,224546112,254
95519,147123701,17432
95521,138572176,20199
95524,26988359,1787
95525,215993820,1733
95526,285104732,378
95527,356397254,627
95528,265698291,1139
95531,505493073,24528
95536,381215528,2849
95537,461647,276
95540,71915618,13657
95542,511758966,2533
95543,264109164,765
95545,124177311,153
95546,353538808,3494
95547,19536376,1222
95548,226208775,1373
95549,290949644,805
95550,349472026,128
95551,110251523,1739
95552,1397857063,697
95553,153521378,1062
95554,130018977,533
95555,222554404,410
95556,354804079,605
95558,520360392,425
95559,46752702,182
95560,86279071,1648
95562,63696882,3450
95563,155965062,652
95564,8591808,462
95565,86153866,1071
95567,162006946,1930
95568,210442116,136
95569,160183060,361
95570,61405919,2579
95571,1957032,271
95573,311511625,1744
95585,141191455,508
95587,33669032,201
95589,483494749,1612
95595,634035127,262
95601,4538018,198
95602,127870645,17509
95603,101082367,27844
95604,1037384,75
95605,10099855,14179
95606,94066749,196
95607,347705376,431
95608,33776671,59418
95610,20279505,44147
95612,143682929,1239
95614,91938310,3833
95615,60185000,834
95616,71372239,47032
95618,90464817,27281
95619,15567920,4842
95620,623564441,20553
95621,17589801,39819
95623,135578059,3806
95624,113912658,61989
95625,2991432,155
95626,60247188,5975
95627,133169251,3513
95628,33034540,40196
95629,120422740,832
95630,71442063,72180
95631,394127755,6076
95632,287084116,29269
95633,106773340,3349
95634,210131556,3232
95635,52517081,1262
95636,300279569,1101
